Student ID,First Name,Last Name,Email,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10
76615032,KARLO,Brady,karlo.brady@mumail.ie,4,3.76,4,1.48,3.44,2.8,1.76,1.68,2.72,1.16
49152359,KEELAN,Brennan,keelan.brennan@mumail.ie,0,0,0,0,0,0,0,0,0,0
27228934,KHATE,Burke,khate.burke@mumail.ie,4,4,2.68,4,3.28,2.24,4,4,4,4
13969648,KHOI,O'Sullivan,khoi.osullivan@mumail.ie,4,4,4,4,4,4,4,4,4,4
87868419,KILLIAN,Boyle,killian.boyle@mumail.ie,4,4,4,4,4,4,1.12,3.12,1,3.36
82478159,LEAH,Brady,leah.brady@mumail.ie,3,2.44,3.8,2.76,2.48,3.32,3.84,2.96,1.12,3.72
87937302,LEON,Maguire,leon.maguire@mumail.ie,4,3.44,4,3.6,4,3.56,3.04,4,0,1.72
93258021,LOUIS,Burke,louis.burke@mumail.ie,4,4,4,2,3.48,4,3.36,1.68,0,4
57357102,MARK,Murray,mark.murray@mumail.ie,4,4,4,4,4,4,4,4,4,4
13912660,MARTINA,O'Brien,martina.obrien@mumail.ie,4,4,4,4,4,4,4,4,4,4
49940417,MC,Brady,mc.brady@mumail.ie,4,3.96,4,3.32,2.52,3.08,1.6,0.6,3.2,3.96
68661280,NADINE,Ryan,nadine.ryan@mumail.ie,0,3.72,4,3.52,3.2,4,1.28,2.88,4,0
54081596,NIALL,Callaghan,niall.callaghan@mumail.ie,4,4,4,4,3.28,4,3.88,4,4,4
81124900,OISIN,Donovan,oisin.donovan@mumail.ie,4,2.76,4,3.6,0,0,0,0.04,0,0
15748697,OLIVER,Murray,oliver.murray@mumail.ie,4,1.8,2.88,2.04,0.76,1.76,1.04,1.48,0,2.04
14056233,OLUWAKOREDE,Barry,oluwakorede.barry@mumail.ie,4,3.2,4,4,1.8,2.48,1.12,2.4,0,3.56
86849692,RANIER,Moore,ranier.moore@mumail.ie,4,2.8,2.72,3.4,2.28,2.68,0.64,0,0,1.72
12172696,ROBERT,Sheehan,robert.sheehan@mumail.ie,1.52,3.92,3.08,3.16,3.52,4,3.68,4,4,4
84637902,RYAN,Reid,ryan.reid@mumail.ie,4,4,4,4,4,4,4,4,4,4
51931289,SEAN,McMahon,sean.mcmahon@mumail.ie,4,4,4,4,3.84,3.72,4,3.6,4,4
73949620,SERENA,Healy,serena.healy@mumail.ie,3.6,0,4,0,0.36,0.48,0.6,0,0.72,0
46247807,SHANE,Brennan,shane.brennan@mumail.ie,4,1.6,2.24,2.4,0,0,0.04,2.2,0,2.28
83442693,SHAZEL,Power,shazel.power@mumail.ie,2,0,3.56,0,0,0,1,1.88,0,0
54093626,TOMMY,Donovan,tommy.donovan@mumail.ie,3.92,4,3.12,4,4,4,4,4,4,4
47555228,ABBIE,Power,abbie.power@mumail.ie,2.44,1.2,1.76,2.08,1.52,0.8,0,2.64,0,3.08
12883876,ADAM,Doyle,adam.doyle@mumail.ie,4,4,4,4,4,4,4,4,4,1.72
13606343,AGATHE,Carroll,agathe.carroll@mumail.ie,4,4,4,4,4,4,4,4,0,4
80690307,ALEX,O'Neill,alex.oneill@mumail.ie,4,2.68,1.32,3.6,0,0,0,0,0,0
47343059,ALIYAT,O'Brien,aliyat.obrien@mumail.ie,4,3.6,2.24,3.56,4,2.76,2.64,2.8,0,4
32079179,AOIBHE,O'Connor,aoibhe.oconnor@mumail.ie,3,4,4,4,4,4,2,4,0,4
45468572,AUGUSTINAS,Murray,augustinas.murray@mumail.ie,0,0,0,2.8,2.2,2.24,2.24,2.8,4,1.72
28152410,CONOR,Maguire,conor.maguire@mumail.ie,4,2.52,2.68,3.4,2.76,3.32,2.52,2.52,1.6,3.96
12177825,DANIEL,McGrath,daniel.mcgrath@mumail.ie,4,4,4,4,0,1.76,2,0,0,2.28
32063855,DANIEL,Reid,daniel.reid@mumail.ie,4,4,4,4,3.88,4,4,4,2,4
23811832,DAVID,Brady,david.brady@mumail.ie,4,0.96,4,2.76,1.76,0,0,0,0,0
64173672,DAVID,Moran,david.moran@mumail.ie,4,4,4,4,4,4,4,4,4,4
58441904,DORIAN,Reid,dorian.reid@mumail.ie,4,3.2,4,4,4,4,3.76,4,4,4
22699641,EMILY,Nolan,emily.nolan@mumail.ie,4,4,4,4,4,4,4,4,4,4
71445998,EMMANUEL,McMahon,emmanuel.mcmahon@mumail.ie,2.24,1.84,4,2.72,3.48,4,2.12,2.72,0,0
13853407,EVAN,Brady,evan.brady@mumail.ie,3.44,3.88,3.8,3.24,0,3.72,3.72,4,4,1.16
17858319,FRANKLIN,Flynn,franklin.flynn@mumail.ie,4,4,2.8,4,3.68,3.84,2.08,2.96,3,3.44
54063073,GABRIELE,Kennedy,gabriele.kennedy@mumail.ie,4,4,4,4,3.88,4,4,4,4,4
29138045,HOLLY,McGrath,holly.mcgrath@mumail.ie,3,4,4,3.56,2.36,4,4,3.52,4,3.08
76830158,HUANG,Maguire,huang.maguire@mumail.ie,2,4,0,1.4,4,4,1.6,3.6,0,4
23775687,HUNAIN,Ryan,hunain.ryan@mumail.ie,4,4,4,4,4,4,4,3.6,4,4
53690925,JACK,Gallagher,jack.gallagher@mumail.ie,4,4,3.24,4,4,4,4,4,4,0
40972553,JAKE,Keane,jake.keane@mumail.ie,3.88,3.84,2.56,3.92,3.32,0,0,0.68,0,0
22711334,JOE,Finnegan,joe.finnegan@mumail.ie,3.76,2.64,2.32,1.88,3.08,3.84,1.76,2.6,0,3.2
75409861,KILLIAN,Maher,killian.maher@mumail.ie,4,3.2,2.68,2.8,3.28,2.44,1.48,1.6,0,4
63432844,LUKE,Hayes,luke.hayes@mumail.ie,4,4,4,4,4,3.44,2.4,4,3,3.44
86936692,MAEVE,Maher,maeve.maher@mumail.ie,4,2,2.8,1.2,0,0.88,0,0,0,0.28
88492644,MATEI,Carroll,matei.carroll@mumail.ie,0,0,2.04,0,0,0,0,0,0,0
34344202,MAX,Keane,max.keane@mumail.ie,4,4,3.68,3.6,3.2,0.44,1.32,1.6,0,0
76513814,MCCORMACK,Maguire,mccormack.maguire@mumail.ie,4,2.4,2.64,3.84,2.6,2.64,0,2,0.2,2.88
78199665,MUHAMMAD,Reid,muhammad.reid@mumail.ie,4,4,4,1.6,1.44,4,3.84,4,3.2,4
80039952,NAOMI,Walsh,naomi.walsh@mumail.ie,4,3.8,4,3.28,3.68,3.48,1.96,3.68,1.52,4
29301129,NEDAS,Ryan,nedas.ryan@mumail.ie,4,4,4,4,4,4,4,4,3,4
26484165,NIKITA,O'Sullivan,nikita.osullivan@mumail.ie,4,4,4,4,2,4,3.44,3.96,4,4
41829309,OISIN,Kennedy,oisin.kennedy@mumail.ie,4,1.76,1.64,3.36,3.68,1.08,1.6,1.56,0.2,0
97398591,OLAMIDE,Kelly,olamide.kelly@mumail.ie,4,4,4,4,3.56,2.24,4,4,4,4
29385358,OLIVER,McCarthy,oliver.mccarthy@mumail.ie,0,0,0,0,0,0,0,0,0,0
60745414,OSCAR,Doyle,oscar.doyle@mumail.ie,0,2.96,4,4,2.68,3.32,2.24,3.52,2.72,1.04
27538054,PADRAIC,Walsh,padraic.walsh@mumail.ie,4,4,4,4,4,4,4,4,3.4,4
94381743,RAKIB,Healy,rakib.healy@mumail.ie,4,0.28,3.4,0.72,3.04,2.16,2.32,4,3.6,3.08
73498296,RENAT,Burke,renat.burke@mumail.ie,4,2,1.76,0,1.44,2.24,3.28,3.36,4,3.88
77780895,RUSIYI,Brennan,rusiyi.brennan@mumail.ie,4,1.52,1,1.96,2.12,1.04,0.8,0.8,0.72,2.52
98740194,SEAN,Moran,sean.moran@mumail.ie,4,3.2,4,3.2,3.28,2.96,2.16,3.8,1.6,1.72
29910308,SEAN,Collins,sean.collins@mumail.ie,4,4,4,3.6,0,1.12,0,0,0,0
94594330,SENAN,Burke,senan.burke@mumail.ie,4,4,4,3.8,4,4,3.2,3.2,4,1.72
79275168,SHANE,Doyle,shane.doyle@mumail.ie,4,4,4,4,4,4,4,4,3,3.44
49803756,SHANE,Smith,shane.smith@mumail.ie,4,3.68,3.2,2.84,4,3.64,3.36,4,3.72,4
97193550,SHANNEN,Fitzgerald,shannen.fitzgerald@mumail.ie,4,4,4,4,4,4,4,4,4,4
70537205,SOPHIE,Sheehan,sophie.sheehan@mumail.ie,4,3.6,3.56,2.84,0.88,4,0.2,1.28,0.6,0.2
13124171,THOMAS,Keane,thomas.keane@mumail.ie,4,1.6,2.28,1.2,1.08,0,0,0,0,0
25979893,AARON,O'Neill,aaron.oneill@mumail.ie,4,3.88,0,3.96,0.68,2.24,2.32,2,0,0
17400417,ADAM,Keane,adam.keane@mumail.ie,0,4,4,1.6,0.72,1.76,3.4,3.96,2.4,4
60054282,ADAM,Keane,adam.keane@mumail.ie,3.52,2.56,4,2.32,1.96,0.8,1.72,1.44,0,0
42381774,AGATA,McGrath,agata.mcgrath@mumail.ie,2,3.16,4,2.72,1.48,2.16,1.36,1.6,0,2.28
65577314,ALANNAH,Brady,alannah.brady@mumail.ie,4,4,4,4,3.64,4,3.76,3.52,3,4
34825539,ANDREW,Maher,andrew.maher@mumail.ie,3.48,4,4,4,4,4,4,4,4,4
31893038,BOLUWATIFE,Higgins,boluwatife.higgins@mumail.ie,0,0,0,0,1.12,3.76,3.08,3.84,3.72,3.76
83083224,CHIBUIKEM,McMahon,chibuikem.mcmahon@mumail.ie,3.72,4,3.56,4,3.52,4,3.04,2,2,3.44
26456552,CIARA,Brady,ciara.brady@mumail.ie,4,0.24,3.96,3.56,3.64,2.16,2.96,2.8,0.2,0
97448009,CONOR,Moran,conor.moran@mumail.ie,4,4,4,4,3.88,4,4,3.2,4,4
51313926,DANIEL,O'Brien,daniel.obrien@mumail.ie,4,4,4,4,4,3.08,0,1.6,0,2.84
69085025,DANIELIUS,O'Sullivan,danielius.osullivan@mumail.ie,4,3.16,4,3.4,2.44,3.76,2.8,4,0,4
32600799,DAVID,Moran,david.moran@mumail.ie,4,4,4,4,2.76,4,3.28,0,0,2.64
44350129,DAVID,Moran,david.moran@mumail.ie,2,4,4,4,2.52,2.24,1.36,4,0.72,2.84
56227389,ELISA,Nolan,elisa.nolan@mumail.ie,4,4,4,2,4,3.6,0.8,2.4,0,0
75006835,EMMANUEL,Kavanagh,emmanuel.kavanagh@mumail.ie,4,2.72,4,3.2,2.44,3.64,2.44,2.76,3.6,1.6
31988752,EOGHAN,Keane,eoghan.keane@mumail.ie,4,4,4,3.6,4,3.56,2,4,2.72,0.8
81561751,FAVOUR,Finnegan,favour.finnegan@mumail.ie,4,4,4,4,4,4,3.76,4,4,3.96
32320940,FINN,Reid,finn.reid@mumail.ie,4,3.92,4,3.92,3.8,4,4,4,0.2,4
13891162,IFE,Carroll,ife.carroll@mumail.ie,0,2.52,2.24,0.88,0.56,0,0,0,0,0
33544570,JESNA,Murray,jesna.murray@mumail.ie,4,3.16,4,2.96,3.64,1.48,2.4,2.52,2.72,1.48
80120692,JOSEPH,O'Sullivan,joseph.osullivan@mumail.ie,4,3.64,4,2.48,2.72,0,0.04,1.2,0.72,1.72
42806736,KACPER,Nolan,kacper.nolan@mumail.ie,4,4,4,4,4,2.24,1.68,3.4,4,0
16984312,KHALEED,Brady,khaleed.brady@mumail.ie,4,4,4,4,4,3.28,4,4,1.72,4
59338005,KILLIAN,Smith,killian.smith@mumail.ie,3.92,4,4,4,3.88,4,1.6,1.52,0,2.84
71563189,LEAH,Power,leah.power@mumail.ie,4,4,4,4,4,4,3.2,4,4,4
51249407,MACKENZIE,McGrath,mackenzie.mcgrath@mumail.ie,3.52,4,2.64,4,3.28,4,2.8,4,4,4
94695963,MEGAN,Collins,megan.collins@mumail.ie,4,4,4,4,4,1.76,2.52,3.8,4,2.28
14618318,MIALILY,Doyle,mialily.doyle@mumail.ie,4,4,4,4,4,3.8,3.4,3.36,3,0
12302791,MICHELLE,Finnegan,michelle.finnegan@mumail.ie,4,4,4,4,3.16,3.64,1.6,3.04,1.32,2.76
18953844,NICOLETA,Collins,nicoleta.collins@mumail.ie,4,3.2,4,2.8,1.08,2.44,2.28,2.6,0.72,2.52
68877111,OKSANA,Fitzgerald,oksana.fitzgerald@mumail.ie,4,4,4,4,3.28,2.68,4,3.2,4,4
32301635,RACHEL,Byrne,rachel.byrne@mumail.ie,4,4,4,4,4,4,3.56,4,4,4
88094627,RAVEN,Byrne,raven.byrne@mumail.ie,4,4,4,4,3.8,3.88,4,4,4,4
90834231,ROAN,Callaghan,roan.callaghan@mumail.ie,0,4,4,0.4,1.8,0.44,0.8,0,0,0
81499042,ROISIN,Byrne,roisin.byrne@mumail.ie,4,3.8,4,3.28,3.52,3.96,2,3.68,4,3.72
99009367,SEAN,Nolan,sean.nolan@mumail.ie,4,4,4,2.72,2.64,3.56,1,3.92,3.72,4
31446992,SEAN,Maguire,sean.maguire@mumail.ie,4,2.8,2.24,3.2,3.28,4,2.08,4,0,3.2
51341397,SHANNON,Ryan,shannon.ryan@mumail.ie,2,4,3.84,3.64,3.72,4,2.72,1.96,1.72,0
51245704,TM,Murray,tm.murray@mumail.ie,4,4,4,4,4,4,4,4,4,4
94343900,VALENTINE,Maher,valentine.maher@mumail.ie,4,3.76,3.8,4,4,4,4,4,4,4
28754240,VICTORIA,Murray,victoria.murray@mumail.ie,4,4,4,3.6,4,4,3.8,4,4,4
14883984,VICTORIA,Kennedy,victoria.kennedy@mumail.ie,2.08,2.04,2.16,1.56,3.28,2,1.88,3.08,1.4,2
46444181,ZAKHAR,Quinn,zakhar.quinn@mumail.ie,4,4,4,4,4,4,4,4,4,4
84581194,ADAM,Ryan,adam.ryan@mumail.ie,4,3.92,4,3.2,0,0,1.64,0,0,0
82002923,ADAM,Higgins,adam.higgins@mumail.ie,1.92,3.6,4,4,4,0.44,0.8,0,0,0
39404900,ADNAN,McGrath,adnan.mcgrath@mumail.ie,4,4,4,3.6,4,4,4,4,4,4
88103879,AKIRA,Boyle,akira.boyle@mumail.ie,4,2.64,3.44,3.16,1.48,1.44,1.72,2.64,1.44,1.4
62046439,ALLISON,Healy,allison.healy@mumail.ie,4,2.72,4,3.96,3.36,3.56,2.44,3.64,2.88,3.76
81532511,AMBER,Donovan,amber.donovan@mumail.ie,4,2.8,4,1.6,2.56,0.88,0,2.6,0,0
83811033,ANNA,Moran,anna.moran@mumail.ie,4,3.84,4,3,3.32,3.08,2.44,4,4,4
84129199,BASHAR,Clarke,bashar.clarke@mumail.ie,4,2.28,3.12,4,3.28,3.48,2.16,3.52,2.6,1.6
31144339,BEN,Carroll,ben.carroll@mumail.ie,4,4,4,3.6,3.36,3.8,2.4,3.6,0,4
58740203,BENJAMIN,Clarke,benjamin.clarke@mumail.ie,4,0,0,0,0,0,0,0,0,0
61943620,CAITLIN,Doyle,caitlin.doyle@mumail.ie,4,0,0,0,0,0,0,0,0,0
30734738,CHARLOTTE,Brennan,charlotte.brennan@mumail.ie,4,4,4,4,3.84,3.72,3.2,4,4,3.96
52273626,CLAR,Carroll,clar.carroll@mumail.ie,4,4,4,4,4,4,4,4,4,4
49843807,CONOR,O'Brien,conor.obrien@mumail.ie,4,4,4,4,1.08,4,3.2,3,3.72,1.72
47907778,DANIEL,Quinn,daniel.quinn@mumail.ie,4,4,4,4,4,4,4,4,4,4
81097533,DAVID,Walsh,david.walsh@mumail.ie,4,4,4,4,2.12,0,0.52,1.2,0,2.76
70335619,DAWID,Keane,dawid.keane@mumail.ie,4,4,4,4,1.8,3.04,0,2.76,0,1.64
66131761,DAYNA,Brady,dayna.brady@mumail.ie,2,4,4,4,0,1.76,0.56,0.92,0,0
65441128,DYLAN,Smith,dylan.smith@mumail.ie,4,0.8,0.08,0,0,0,0,0,0,0
57372970,EIMEAR,Callaghan,eimear.callaghan@mumail.ie,4,4,4,3.6,2.92,2.68,1.6,2.72,1.72,4
17959599,ELIZABETH,Smith,elizabeth.smith@mumail.ie,4,3.6,2.84,3.96,3.68,4,4,4,4,4
63378634,ENRIC,O'Neill,enric.oneill@mumail.ie,4,4,4,4,4,4,4,4,4,1.72
86325753,FABIO,Healy,fabio.healy@mumail.ie,4,4,4,4,4,4,4,3.4,4,2.28
24073770,FIONA,Barry,fiona.barry@mumail.ie,4,4,4,4,4,4,3.32,4,2,4
46498216,GLEN,O'Reilly,glen.oreilly@mumail.ie,4,4,3.56,2.96,2.56,1.76,2.96,4,4,4
50077980,HANNAH,O'Brien,hannah.obrien@mumail.ie,0,2.4,1.76,2.8,1.24,2.24,0.4,2.76,0,2.84
96527044,HARSHAL,Dunne,harshal.dunne@mumail.ie,0,0,0,3.2,0,0,0,0,0,0
80960369,ISAIAH,Gallagher,isaiah.gallagher@mumail.ie,4,4,4,3.6,2.32,1.52,2,1.28,0,0
25024418,JAKUB,Flynn,jakub.flynn@mumail.ie,3.92,4,4,4,3.76,2.68,1.28,2.4,0,3.16
53901476,JAMES,Nolan,james.nolan@mumail.ie,2,3.76,3.84,3.68,3.92,3.72,2.84,3.68,1.92,3.8
55621442,JESSIE,Hayes,jessie.hayes@mumail.ie,0,0,0,4,3.72,4,3.76,3.52,0,0
48184659,JOSHUA,Maher,joshua.maher@mumail.ie,4,0.68,0.72,1.76,0,0.32,0.64,0,0,0
33373565,KELSEY,Kennedy,kelsey.kennedy@mumail.ie,0,0,0,0,0,0,0,0,0,0
11387327,KIAN,Power,kian.power@mumail.ie,0,0,0,0,0,0,0,0,0,0
34154633,KONRAD,McMahon,konrad.mcmahon@mumail.ie,4,4,4,4,4,3.72,2.96,4,3.4,4
69631998,KRISTERS,Maguire,kristers.maguire@mumail.ie,4,4,4,3.2,4,2.68,4,4,4,4
66437072,LAILA,Smith,laila.smith@mumail.ie,4,4,4,4,4,4,3.76,4,3,0
92462943,MARIIA,Maher,mariia.maher@mumail.ie,3.92,4,4,4,2.16,4,1.84,1.6,3,0
43067324,MARK,Nolan,mark.nolan@mumail.ie,4,4,4,4,4,4,4,4,4,4
99958938,MARTON,Barry,marton.barry@mumail.ie,4,4,3.84,2.56,3.28,4,0.8,2.4,0,0
91656080,MIRACLE,Casey,miracle.casey@mumail.ie,2,2.12,0.64,1.76,1.56,3.56,3.2,4,1,4
94184069,NAMITHA,Power,namitha.power@mumail.ie,4,4,1.76,3.6,4,3.72,1.36,2.8,0,1.44
30336956,NGOC,Keane,ngoc.keane@mumail.ie,0,4,2.92,2.72,2.68,0,2.68,0,0,0
58128136,NIAMH,McCarthy,niamh.mccarthy@mumail.ie,4,4,3.56,3.2,1.8,2,0.68,1.6,0,0.24
69444875,OLUWAGBEMISOLA,Flynn,oluwagbemisola.flynn@mumail.ie,4,4,4,3.96,3,3.36,1.64,3.32,2.32,0.4
22272253,PATRICK,Higgins,patrick.higgins@mumail.ie,4,4,4,4,4,4,4,4,4,4
16468243,PATRYK,Casey,patryk.casey@mumail.ie,4,4,4,4,3.48,4,0.68,4,4,4
72433921,PETER,Maher,peter.maher@mumail.ie,4,4,4,4,4,4,3.76,4,4,4
30743853,RAMZ,Power,ramz.power@mumail.ie,4,3.8,3.52,3.48,2.76,2.88,1.56,1.08,0,0.6
48344774,RICHARD,O'Brien,richard.obrien@mumail.ie,4,4,4,4,4,4,4,4,4,4
51559349,ROBERT,Kavanagh,robert.kavanagh@mumail.ie,4,4,4,4,4,4,4,4,4,4
82380239,SADBH,Collins,sadbh.collins@mumail.ie,4,3.84,3.96,3.6,3.64,4,2.84,3.08,2.72,2.84
14123987,SAMUEL,Walsh,samuel.walsh@mumail.ie,3.52,4,4,4,3.68,4,4,4,1,4
18513744,SEAN,Lynch,sean.lynch@mumail.ie,4,2.4,4,1.88,0.92,0,0,0,0,0
56890291,SEAN,Moore,sean.moore@mumail.ie,4,2.6,3.28,2.8,2.92,3.56,0.88,1.88,0,2.28
87452756,SRIYA,Healy,sriya.healy@mumail.ie,1,3.2,3.48,3.88,3.88,3.12,3.2,4,4,3.72
8698764,STEFAN,Donovan,stefan.donovan@mumail.ie,4,4,4,2.8,0.96,0,2,2.4,1.72,0.56
11294309,THOMAS,Doyle,thomas.doyle@mumail.ie,3.6,2.72,1.76,2.64,2.56,4,1.52,3.28,3.32,0
10476677,TONY,Power,tony.power@mumail.ie,2,4,4,3.72,4,4,1.36,2.4,0,4
72415446,UGNIUS,O'Neill,ugnius.oneill@mumail.ie,4,4,4,4,4,4,4,4,3,3.68
68138284,WHITNEY,Lynch,whitney.lynch@mumail.ie,2.84,2.4,2.96,0.92,1.08,4,3.28,2.8,0.48,0.52
79087907,AIMON,Murray,aimon.murray@mumail.ie,4,4,4,4,2.92,3.12,4,4,3,4
82286975,ANDRE,Doyle,andre.doyle@mumail.ie,4,4,4,4,4,4,4,4,4,4
68123853,ANSHUK,Carroll,anshuk.carroll@mumail.ie,2.52,4,4,2.56,2,3.12,1.4,3.12,2.6,3.88
74411086,AOIFE,Callaghan,aoife.callaghan@mumail.ie,4,2.64,4,3.4,2.64,2.32,0.88,3.24,0,3.88
77330996,AUSTIN,Healy,austin.healy@mumail.ie,3.6,2,3.56,0,0.72,0,0.2,0.8,0,0
50371858,BASIL,Healy,basil.healy@mumail.ie,0,3.72,3.36,2.96,3.68,1.08,3.2,3.8,4,1.16
22731950,BEN,Kennedy,ben.kennedy@mumail.ie,2.52,3.88,4,3.48,1.52,2.96,0.48,1,0,0
20248719,BRIAN,Quinn,brian.quinn@mumail.ie,4,3.2,4,2.64,2.68,2.72,0.4,1.4,2.92,1.72
60861463,BRIAN,Reid,brian.reid@mumail.ie,2,3.6,2.68,3.6,3.28,4,4,2.8,1.6,4
64785805,BRIAN,Kavanagh,brian.kavanagh@mumail.ie,4,3.48,3.48,2.32,2.56,0,1.2,2.64,0,3.16
86124581,CHESNEY,Finnegan,chesney.finnegan@mumail.ie,4,4,4,4,4,1.12,3.6,4,3,1.72
30206107,CHRISTINE,Smith,christine.smith@mumail.ie,4,3.88,2.24,2.96,2.4,0,0.8,1.32,0,2.64
74401839,CHRISTOPHER,Brennan,christopher.brennan@mumail.ie,4,4,4,2.24,2.52,4,0.36,3.04,3.2,4
97166205,CIAN,Moran,cian.moran@mumail.ie,4,3.88,4,3.6,2.44,2.92,1.68,2.96,0.72,0.84
49843368,CIAN,Nolan,cian.nolan@mumail.ie,4,2.8,2.68,1.6,0.2,0,0,0,0,0
54083433,CIAN,McCarthy,cian.mccarthy@mumail.ie,1.96,4,4,1.6,1.44,3.48,4,4,0,4
11932445,COLM,Byrne,colm.byrne@mumail.ie,4,4,4,4,3.64,4,3.72,4,4,3.32
45672982,CONOR,Byrne,conor.byrne@mumail.ie,4,4,4,2.8,4,1.76,0.32,2,0,0
72290424,CONOR,Callaghan,conor.callaghan@mumail.ie,4,4,4,3.52,4,4,1.08,2.4,2,1.6
96984816,CONSTANTIN,Nolan,constantin.nolan@mumail.ie,4,4,4,3.6,0,4,3.52,2,0,2.84
41206961,DALY,O'Reilly,daly.oreilly@mumail.ie,4,4,4,3.8,3.64,2.04,2.88,3.2,1.72,0
95524924,DAVID,Farrell,david.farrell@mumail.ie,3.92,4,3.56,4,4,4,4,4,3.8,1.72
14036427,DAVID,O'Neill,david.oneill@mumail.ie,4,4,3.56,0,3.08,2.56,3.04,4,3.4,0
52003280,DAWID,Fitzgerald,dawid.fitzgerald@mumail.ie,4,4,4,4,4,4,4,4,4,4
59128100,DMITRIJS,O'Neill,dmitrijs.oneill@mumail.ie,4,4,4,4,4,4,4,4,3.8,4
98777618,DONAL,Callaghan,donal.callaghan@mumail.ie,4,3.84,4,3.6,1.44,3.56,0,0,0,1.72
76194983,EIMAAN,Healy,eimaan.healy@mumail.ie,4,4,4,0.92,3.28,4,3.6,2.4,4,1.72
38764404,EMMA,Casey,emma.casey@mumail.ie,2.6,4,4,4,3.8,4,2.84,4,4,4
11175690,EVAN,Maher,evan.maher@mumail.ie,4,3.2,4,3.6,0.72,3.96,1.6,2.2,0,1.36
38996093,FARIDAT,O'Brien,faridat.obrien@mumail.ie,4,4,4,3.52,4,4,4,4,1,4
19328111,HALLE,O'Connor,halle.oconnor@mumail.ie,4,4,0.52,0,3.28,0,0,0,0,0
66252940,HANAN,Lynch,hanan.lynch@mumail.ie,4,4,4,4,3.4,3.48,1.32,4,4,4
13205082,JACK,Maguire,jack.maguire@mumail.ie,3,1.24,1.84,1.96,0.68,0.64,0.36,0.68,0,0.32
71580428,JAMES,Carroll,james.carroll@mumail.ie,4,3.08,3.52,1.2,2.56,3.08,1.64,1.8,2.64,2.56
59226246,JAMES,Donovan,james.donovan@mumail.ie,4,4,4,2,4,4,4,4,4,4
58555565,JOSEPH,Sheehan,joseph.sheehan@mumail.ie,4,3.68,4,0,0,0,0,0,0,0
76582161,JOSH,Smith,josh.smith@mumail.ie,4,3.72,4,1.56,2.2,3.28,1.72,2.72,1.48,2.84
74467121,JOSH,Flynn,josh.flynn@mumail.ie,4,3.6,4,4,4,4,4,4,4,4
11040511,JOSHUA,Boyle,joshua.boyle@mumail.ie,4,0,2.24,0,0,0,0,0,0,0
78401128,KERRI,Boyle,kerri.boyle@mumail.ie,3.84,1.6,0.44,3.24,2.04,2.24,1.68,1.48,0,0.36
19468959,KIAN,Burke,kian.burke@mumail.ie,3.08,1.6,2.6,2.8,0,0,0.4,1.6,0,0
12241102,MANET,Donovan,manet.donovan@mumail.ie,4,4,4,4,4,4,4,2.8,4,4
73635110,MIA,Higgins,mia.higgins@mumail.ie,4,3.8,4,3.52,3.4,3.48,2.4,3.28,2.32,1.36
35962311,MICHAEL,Murray,michael.murray@mumail.ie,4,4,4,2.4,3.28,3.16,0,3.2,3,3.88
88678732,NAZAR,O'Sullivan,nazar.osullivan@mumail.ie,4,4,4,4,4,4,4,4,4,4
36925796,OWEN,Doyle,owen.doyle@mumail.ie,4,4,3.56,0,3.28,2.24,1.6,4,4,4
40153489,PASCAL,Maguire,pascal.maguire@mumail.ie,2,0,1.76,3.8,4,4,3.6,3.2,0,4
63180180,PAUL,O'Sullivan,paul.osullivan@mumail.ie,4,4,4,4,4,4,2.8,4,4,4
18416579,ROHAN,Ryan,rohan.ryan@mumail.ie,4,4,2.24,4,3.4,3.96,0.4,2.4,0,2.8
85258615,ROSS,Farrell,ross.farrell@mumail.ie,0,0,0,0,0,0,0.04,0,0,0
58877207,SARAH,McCarthy,sarah.mccarthy@mumail.ie,2,4,4,3.76,3.8,3.52,2.04,4,0,1.72
12441578,SARINA,Reid,sarina.reid@mumail.ie,4,4,3.56,4,3.84,4,3.6,3.4,4,1.32
36316773,SEAN,Flynn,sean.flynn@mumail.ie,4,0,0.96,0,0,0,0,0,0,0
56340396,SEAN,Brennan,sean.brennan@mumail.ie,4,4,4,4,3.68,4,3.2,4,4,4
19620947,SEAN,Byrne,sean.byrne@mumail.ie,4,4,2.24,3.56,3.2,0.44,0.16,1.56,1,4
15030415,SHADI,Gallagher,shadi.gallagher@mumail.ie,4,4,4,4,4,4,4,4,4,4
55277330,SHANE,Hayes,shane.hayes@mumail.ie,3.92,3.04,2.84,3.08,2.64,1.76,1.48,2.28,0,2.28
29351898,SUKURAT,Flynn,sukurat.flynn@mumail.ie,1.52,0.8,2.56,1.56,0.8,1.64,0.52,0.84,0.52,0.16
56044324,SYEDA,Walsh,syeda.walsh@mumail.ie,4,0.88,0.88,0.4,2.12,0,0.4,1.76,4,4
70370127,TAWAKALITU,Callaghan,tawakalitu.callaghan@mumail.ie,4,4,4,4,4,3.72,1.36,4,0,4
39801624,AARON,Power,aaron.power@mumail.ie,4,4,4,4,4,4,4,4,4,4
91544606,ADAM,O'Brien,adam.obrien@mumail.ie,4,3.76,4,2.16,2.2,2.72,1.84,3.4,1.12,3.16
21874749,AISLING,Farrell,aisling.farrell@mumail.ie,4,4,4,4,4,4,3.72,4,4,4
